party_primary,primary_date,state,district,first_name,last_name,middle_name,suffix,race,gender,result,opponent(s),incumbent,notes,party (if top-two system),race source if not Ballotpedia profile
REPUBLICAN,8/11/2020,MN,7,NOEL,COLLIS,,,WHITE,MAN,LOST,YES,NO,,,https://x.com/collisdr
REPUBLICAN,8/11/2020,MN,7,MICHELLE,FISCHBACH,,,WHITE,WOMAN,WON,YES,NO,,,
REPUBLICAN,8/11/2020,MN,7,DAVE,HUGHES,,,WHITE,MAN,LOST,YES,NO,,,
REPUBLICAN,8/11/2020,MN,7,WILLIAM,LOUWAGIE,,,NOT_FOUND,MAN,LOST,YES,NO,,,
REPUBLICAN,8/11/2020,MN,7,JAYESUN,SHERMAN,,,WHITE,MAN,LOST,YES,NO,,,
REPUBLICAN,8/11/2020,MN,8,PETE,STAUBER,,,WHITE,MAN,WON,YES,YES,,,
REPUBLICAN,8/11/2020,MN,8,HARRY,WELTY,,,WHITE,MAN,LOST,YES,NO,,,
DEMOCRATIC,8/11/2020,VT,1,PETER,WELCH,,,WHITE,MAN,WON,YES,YES,AT-LARGE DISTRICT,,
REPUBLICAN,8/11/2020,VT,1,MIRIAM,BERRY,,,WHITE,WOMAN,WON,YES,NO,AT-LARGE DISTRICT,,
REPUBLICAN,8/11/2020,VT,1,JUSTIN,TUTHILL,,,WHITE,MAN,LOST,YES,NO,AT-LARGE DISTRICT,,
REPUBLICAN,8/11/2020,VT,1,ANYA,TYNIO,,,OTHER,WOMAN,LOST,YES,NO,AT-LARGE DISTRICT,,
REPUBLICAN,8/11/2020,VT,1,JIMMY,RODRIGUEZ,,,WHITE,MAN,LOST,YES,NO,AT-LARGE DISTRICT,,
DEMOCRATIC,8/11/2020,WI,1,JOSH,PADE,,,WHITE,MAN,LOST,YES,NO,,,
DEMOCRATIC,8/11/2020,WI,1,ROGER,POLACK,,,WHITE,MAN,WON,YES,NO,,,
DEMOCRATIC,8/11/2020,WI,2,MARK,POCAN,,,WHITE,MAN,WON,NO,YES,,,
DEMOCRATIC,8/11/2020,WI,3,RONALD,KIND,JAMES,,WHITE,MAN,WON,YES,YES,,,
DEMOCRATIC,8/11/2020,WI,3,MARK,NEUMANN,A,,WHITE,MAN,LOST,YES,NO,,,
DEMOCRATIC,8/11/2020,WI,4,GWEN,MOORE,,,BLACK,WOMAN,WON,NO,YES,,,
DEMOCRATIC,8/11/2020,WI,5,TOM,PALZEWICZ,,,WHITE,MAN,WON,NO,NO,,,
DEMOCRATIC,8/11/2020,WI,6,MICHAEL,BEARDSLEY,,,WHITE,MAN,LOST,YES,NO,,,
DEMOCRATIC,8/11/2020,WI,6,MATTHEW,BOOR,,,WHITE,MAN,LOST,YES,NO,,,
DEMOCRATIC,8/11/2020,WI,6,JESSICA,KING,,,WHITE,WOMAN,WON,YES,NO,,,
DEMOCRATIC,8/11/2020,WI,7,TRICIA,ZUNKER,,,WHITE,WOMAN,WON,NO,NO,,,
DEMOCRATIC,8/11/2020,WI,8,AMANDA,STUCK,,,WHITE,WOMAN,WON,NO,NO,,,
REPUBLICAN,8/11/2020,WI,1,BRYAN,STEIL,,,WHITE,MAN,WON,NO,YES,,,
REPUBLICAN,8/11/2020,WI,2,PETER,THERON,,,WHITE,MAN,WON,NO,NO,,,
REPUBLICAN,8/11/2020,WI,3,JESSI,EBBEN,,,WHITE,WOMAN,LOST,YES,NO,,,
REPUBLICAN,8/11/2020,WI,3,DERRICK,ORDEN,VAN,,WHITE,MAN,WON,YES,NO,,,
REPUBLICAN,8/11/2020,WI,4,TIM,ROGERS,,,BLACK,MAN,WON,YES,NO,,,
REPUBLICAN,8/11/2020,WI,4,CINDY,WERNER,,,BLACK,WOMAN,LOST,YES,NO,,,
REPUBLICAN,8/11/2020,WI,5,CLIFFORD,DETEMPLE,,,WHITE,MAN,LOST,YES,NO,,,
REPUBLICAN,8/11/2020,WI,5,SCOTT,FITZGERALD,,,WHITE,MAN,WON,YES,NO,,,
REPUBLICAN,8/11/2020,WI,6,GLENN,GROTHMAN,,,WHITE,MAN,WON,NO,YES,,,
REPUBLICAN,8/11/2020,WI,7,TOM,TIFFANY,,,WHITE,MAN,WON,NO,YES,,,
REPUBLICAN,8/11/2020,WI,8,MIKE,GALLAGHER,,,WHITE,MAN,WON,NO,YES,,,
DEMOCRATIC,8/18/2020,AK,1,ALYSE,GALVIN,,,WHITE,WOMAN,WON,YES,NO,AT-LARGE DISTRICT,,
DEMOCRATIC,8/18/2020,AK,1,RAY,TUGATUK,,,NOT_FOUND,NOT_FOUND,LOST,YES,NO,AT-LARGE DISTRICT,,
DEMOCRATIC,8/18/2020,AK,1,WILLIAM,HIBLER,,,WHITE,MAN,LOST,YES,NO,AT-LARGE DISTRICT,,
REPUBLICAN,8/18/2020,AK,1,DON,YOUNG,,,WHITE,MAN,WON,YES,YES,,,
REPUBLICAN,8/18/2020,AK,1,THOMAS,NELSON,,,NOT_FOUND,MAN,LOST,YES,NO,,,
REPUBLICAN,8/18/2020,AK,1,GERALD,HEIKES,,,WHITE,MAN,LOST,YES,NO,,,https://www.adn.com/politics/2024/08/11/attacks-on-relatively-unknown-gop-candidate-for-alaskas-us-house-seat-could-shape-primary-results/
DEMOCRATIC,8/18/2020,FL,1,PHIL,EHR,,,WHITE,MAN,WON,NO,NO,PRIMARY CANCELLED,,
DEMOCRATIC,8/18/2020,FL,3,ADAM,CHRISTENSEN,,,WHITE,MAN,WON,YES,NO,,,
DEMOCRATIC,8/18/2020,FL,3,PHILIP,DODDS,,,WHITE,MAN,LOST,YES,NO,,,
DEMOCRATIC,8/18/2020,FL,3,TOM,WELLS,,,WHITE,MAN,LOST,YES,NO,,,
DEMOCRATIC,8/18/2020,FL,4,DONNA,DEEGAN,,,WHITE,WOMAN,WON,NO,NO,PRIMARY CANCELLED,,
DEMOCRATIC,8/18/2020,FL,5,ALFRED,LAWSON,,,BLACK,MAN,WON,YES,YES,,,
DEMOCRATIC,8/18/2020,FL,5,ALBERT,CHESTER,,,BLACK,MAN,LOST,YES,NO,,,
DEMOCRATIC,8/18/2020,FL,5,LASHONDA,HOLLOWAY,,,BLACK,WOMAN,LOST,YES,NO,,,
DEMOCRATIC,8/18/2020,FL,6,CLINTON,CURTIS,,,WHITE,MAN,WON,YES,NO,,,
DEMOCRATIC,8/18/2020,FL,6,RICHARD,THRIPP,,,WHITE,MAN,LOST,YES,NO,,,
DEMOCRATIC,8/18/2020,FL,7,STEPHANIE,MURPHY,,,ASIAN,WOMAN,WON,NO,YES,,,
DEMOCRATIC,8/18/2020,FL,8,JIM,KENNEDY,,,WHITE,MAN,WON,NO,NO,PRIMARY CANCELLED,,
DEMOCRATIC,8/18/2020,FL,9,DARREN,SOTO,,,WHITE,MAN,WON,NO,YES,PRIMARY CANCELLED,,
DEMOCRATIC,8/18/2020,FL,10,VAL,DEMINGS,,,BLACK,WOMAN,WON,NO,YES,PRIMARY CANCELLED,,
DEMOCRATIC,8/18/2020,FL,11,DANA,COTTRELL,,,WHITE,WOMAN,WON,NO,NO,PRIMARY CANCELLED,,
DEMOCRATIC,8/18/2020,FL,12,KIMBERLY,WALKER,,,BLACK,WOMAN,WON,NO,NO,PRIMARY CANCELLED,,
DEMOCRATIC,8/18/2020,FL,13,CHARLIE,CRIST,,,WHITE,MAN,WON,NO,YES,PRIMARY CANCELLED,,
DEMOCRATIC,8/18/2020,FL,14,KATHY,CASTOR,,,WHITE,WOMAN,WON,NO,YES,PRIMARY CANCELLED,,
DEMOCRATIC,8/18/2020,FL,15,ALAN,COHN,,,WHITE,MAN,WON,YES,NO,,,
DEMOCRATIC,8/18/2020,FL,15,ADAM,HATTERSLEY,,,WHITE,MAN,LOST,YES,NO,,,
DEMOCRATIC,8/18/2020,FL,15,JESSE,PHLIPPE,,,BLACK,MAN,LOST,YES,NO,,,
DEMOCRATIC,8/18/2020,FL,15,KEL,BRITVEC,,,WHITE,MAN,LOST,YES,NO,,,
DEMOCRATIC,8/18/2020,FL,16,MARGARET,GOOD,,,WHITE,WOMAN,WON,NO,NO,PRIMARY CANCELLED,,
DEMOCRATIC,8/18/2020,FL,17,ALLEN,ELLISON,,,BLACK,MAN,WON,NO,NO,PRIMARY CANCELLED,,
DEMOCRATIC,8/18/2020,FL,18,PAM,KEITH,,,BLACK,WOMAN,WON,YES,NO,,,
DEMOCRATIC,8/18/2020,FL,18,OZ,VAZQUEZ,,,HISPANIC,MAN,LOST,YES,NO,,,
DEMOCRATIC,8/18/2020,FL,19,CINDY,BANYAI,,,WHITE,WOMAN,WON,YES,NO,,,
DEMOCRATIC,8/18/2020,FL,19,DAVID,HOLDEN,,,WHITE,MAN,LOST,YES,NO,,,
DEMOCRATIC,8/18/2020,FL,20,ALCEE,HASTINGS,,,BLACK,MAN,WON,YES,YES,,,
DEMOCRATIC,8/18/2020,FL,20,SHEILA,CHERFILUS-MCCORMICK,,,BLACK,WOMAN,LOST,YES,NO,,,
DEMOCRATIC,8/18/2020,FL,21,LOIS,FRANKEL,,,WHITE,WOMAN,WON,YES,YES,,,
DEMOCRATIC,8/18/2020,FL,21,GUIDO,WEISS,,,WHITE,MAN,LOST,YES,NO,,,
DEMOCRATIC,8/18/2020,FL,22,THEODORE,DEUTCH,E,,WHITE,MAN,WON,NO,YES,PRIMARY CANCELLED,,
DEMOCRATIC,8/18/2020,FL,23,DEBBIE,SCHULTZ,WASSERMAN,,WHITE,WOMAN,WON,YES,YES,,,
DEMOCRATIC,8/18/2020,FL,23,JEN,PERELMAN,,,WHITE,WOMAN,LOST,YES,NO,,,
DEMOCRATIC,8/18/2020,FL,24,FREDERICA,WILSON,S,,BLACK,WOMAN,WON,YES,YES,,,
DEMOCRATIC,8/18/2020,FL,24,RICARDO,DE LA FUENTE,,,HISPANIC,MAN,LOST,YES,NO,,,
DEMOCRATIC,8/18/2020,FL,24,SAKINAH,LEHTOLA,,,BLACK,WOMAN,LOST,YES,NO,,,
DEMOCRATIC,8/18/2020,FL,26,DEBBIE,MUCARSEL-POWELL,,,WHITE,WOMAN,WON,NO,YES,PRIMARY CANCELLED,,
DEMOCRATIC,8/18/2020,FL,27,DONNA,SHALALA,,,ASIAN,WOMAN,WON,NO,YES,PRIMARY CANCELLED,,
REPUBLICAN,8/18/2020,FL,1,MATT,GAETZ,,,WHITE,MAN,WON,YES,YES,,,
REPUBLICAN,8/18/2020,FL,1,GREG,MERK,,,WHITE,MAN,LOST,YES,NO,,,
REPUBLICAN,8/18/2020,FL,1,JOHN,MILLS,,,WHITE,MAN,LOST,YES,NO,,,
REPUBLICAN,8/18/2020,FL,2,NEAL,DUNN,,,WHITE,MAN,WON,NO,YES,PRIMARY CANCELLED,,
REPUBLICAN,8/18/2020,FL,3,KAT,CAMMACK,,,WHITE,WOMAN,WON,YES,NO,,,
REPUBLICAN,8/18/2020,FL,3,RYAN,CHAMBERLIN,,,WHITE,MAN,LOST,YES,NO,,,
REPUBLICAN,8/18/2020,FL,3,TODD,CHASE,,,WHITE,MAN,LOST,YES,NO,,,
REPUBLICAN,8/18/2020,FL,3,BILL,ENGELBRECHT,,,WHITE,MAN,LOST,YES,NO,,,
REPUBLICAN,8/18/2020,FL,3,JOE,MILLADO,DALLAS,,WHITE,MAN,LOST,YES,NO,,,
REPUBLICAN,8/18/2020,FL,3,AMY,WELLS,POPE,,WHITE,WOMAN,LOST,YES,NO,,,
REPUBLICAN,8/18/2020,FL,3,GAVIN,ROLLINS,,,WHITE,MAN,LOST,YES,NO,,,
REPUBLICAN,8/18/2020,FL,3,JUDSON,SAPP,,,WHITE,MAN,LOST,YES,NO,,,
REPUBLICAN,8/18/2020,FL,3,JAMES,ST GEORGE,,,WHITE,MAN,LOST,YES,NO,,,
REPUBLICAN,8/18/2020,FL,3,DAVID,THEUS,,,WHITE,MAN,LOST,YES,NO,,,
REPUBLICAN,8/18/2020,FL,4,JOHN,RUTHERFORD,,,WHITE,MAN,WON,YES,YES,,,
REPUBLICAN,8/18/2020,FL,4,ERICK,AGUILAR,,,HISPANIC,MAN,LOST,YES,NO,,,
REPUBLICAN,8/18/2020,FL,5,GARY,ADLER,,,WHITE,MAN,WON,YES,NO,,,
REPUBLICAN,8/18/2020,FL,5,ROGER,WAGONER,,,NOT_FOUND,MAN,LOST,YES,NO,,,
REPUBLICAN,8/18/2020,FL,6,MICHAEL,WALTZ,,,WHITE,MAN,WON,NO,YES,PRIMARY CANCELLED,,
REPUBLICAN,8/18/2020,FL,7,RICHARD,GOBLE,,,WHITE,MAN,LOST,YES,NO,,,
REPUBLICAN,8/18/2020,FL,7,LEO,VALENTIN,,,WHITE,MAN,WON,YES,NO,,,
REPUBLICAN,8/18/2020,FL,7,MIKE,ZHAO,,,ASIAN,MAN,LOST,YES,NO,,,
REPUBLICAN,8/18/2020,FL,8,BILL,POSEY,,,WHITE,MAN,WON,YES,YES,,,
REPUBLICAN,8/18/2020,FL,8,SCOTT,CAINE,,,WHITE,MAN,LOST,YES,NO,,,https://www.floridatoday.com/story/news/politics/elections/2020/07/18/congressional-candidates-report-six-figure-campaign-contribution-totals/5460378002/
REPUBLICAN,8/18/2020,FL,9,JOSE,CASTILLO,,,HISPANIC,MAN,LOST,YES,NO,,,
REPUBLICAN,8/18/2020,FL,9,BILL,OLSON,,,WHITE,MAN,WON,YES,NO,,,
REPUBLICAN,8/18/2020,FL,9,SERGIO,ORTIZ,,,HISPANIC,MAN,LOST,YES,NO,,,
REPUBLICAN,8/18/2020,FL,9,CHRISTOPHER,WRIGHT,,,WHITE,MAN,LOST,YES,NO,,,
REPUBLICAN,8/18/2020,FL,10,VENNIA,FRANCOIS,,,BLACK,WOMAN,WON,YES,NO,,,
REPUBLICAN,8/18/2020,FL,10,WILLIE,MONTAGUE,,,BLACK,MAN,LOST,YES,NO,,,
REPUBLICAN,8/18/2020,FL,11,DANIEL,WEBSTER,,,WHITE,MAN,WON,NO,YES,PRIMARY CANCELLED,,
REPUBLICAN,8/18/2020,FL,12,GUS,BILIRAKIS,M,,WHITE,MAN,WON,NO,YES,PRIMARY CANCELLED,,
REPUBLICAN,8/18/2020,FL,13,GEORGE,BUCK,,,WHITE,MAN,LOST,YES,NO,,,
REPUBLICAN,8/18/2020,FL,13,SHEILA,GRIFFIN,,,BLACK,WOMAN,LOST,YES,NO,,,
REPUBLICAN,8/18/2020,FL,13,ANNA,LUNA,PAULINA,,WHITE,WOMAN,WON,YES,NO,,,
REPUBLICAN,8/18/2020,FL,13,AMANDA,MAKKI,,,WHITE,WOMAN,LOST,YES,NO,,,
REPUBLICAN,8/18/2020,FL,13,SHARON,NEWBY,BARRY,,WHITE,WOMAN,WITHDREW,YES,NO,,,
REPUBLICAN,8/18/2020,FL,14,PAUL,ELLIOTT,SIDNEY,,WHITE,MAN,LOST,YES,NO,,,
REPUBLICAN,8/18/2020,FL,14,CHRISTINE,QUINN,,,WHITE,WOMAN,WON,YES,NO,,,
REPUBLICAN,8/18/2020,FL,15,ROSS,SPANO,,,WHITE,MAN,LOST,YES,YES,,,
REPUBLICAN,8/18/2020,FL,15,SCOTT,FRANKLIN,,,WHITE,MAN,WON,YES,NO,,,
REPUBLICAN,8/18/2020,FL,16,VERN,BUCHANAN,,,WHITE,MAN,WON,NO,YES,PRIMARY CANCELLED,,
REPUBLICAN,8/18/2020,FL,17,GREG,STEUBE,,,WHITE,MAN,WON,NO,YES,PRIMARY CANCELLED,,
REPUBLICAN,8/18/2020,FL,18,BRIAN,MAST,,,WHITE,MAN,WON,YES,YES,,,
REPUBLICAN,8/18/2020,FL,18,NICHOLAS,VESSIO,,,WHITE,MAN,LOST,YES,NO,,,
REPUBLICAN,8/18/2020,FL,19,DARREN,AQUINO,DIONE,,WHITE,MAN,LOST,YES,NO,,,
REPUBLICAN,8/18/2020,FL,19,CASEY,ASKAR,,,ASIAN,MAN,LOST,YES,NO,,,
REPUBLICAN,8/18/2020,FL,19,BYRON,DONALDS,,,BLACK,MAN,WON,YES,NO,,,
REPUBLICAN,8/18/2020,FL,19,DANE,EAGLE,,,WHITE,MAN,LOST,YES,NO,,,
REPUBLICAN,8/18/2020,FL,19,WILLIAM,FIGLESTHALER,,,WHITE,MAN,LOST,YES,NO,,,
REPUBLICAN,8/18/2020,FL,19,RANDY,HENDERSON,,,WHITE,MAN,LOST,YES,NO,,,
REPUBLICAN,8/18/2020,FL,19,DANIEL,KOWAL,,,WHITE,MAN,LOST,YES,NO,,,
REPUBLICAN,8/18/2020,FL,19,CHRISTY,MCLAUGHLIN,,,WHITE,WOMAN,LOST,YES,NO,,,
REPUBLICAN,8/18/2020,FL,19,DAN,SEVERSON,,,WHITE,MAN,LOST,YES,NO,,,
REPUBLICAN,8/18/2020,FL,20,VIC,DEGRAMMONT,,,BLACK,MAN,LOST,YES,NO,,,
REPUBLICAN,8/18/2020,FL,20,GREG,MUSSELWHITE,,,WHITE,MAN,WON,YES,NO,,,
REPUBLICAN,8/18/2020,FL,21,CHRISTIAN,ACOSTA,,,WHITE,MAN,LOST,YES,NO,,,
REPUBLICAN,8/18/2020,FL,21,ELIZABETH,FELTON,,,WHITE,WOMAN,LOST,YES,NO,,,
REPUBLICAN,8/18/2020,FL,21,LAURA,LOOMER,,,WHITE,WOMAN,WON,YES,NO,,,
REPUBLICAN,8/18/2020,FL,21,AARON,SCANLAN,,,WHITE,MAN,LOST,YES,NO,,,https://www.google.com/search?q=AARON%09SCANLAN+FLORIDA&sca_esv=e726c1486e887bfa&udm=2&biw=750&bih=823&ei=-BF7Z9WjCvCWkPIPzPrAuQ4&ved=0ahUKEwjV_8O32t-KAxVwC0QIHUw9MOcQ4dUDCBE&uact=5&oq=AARON%09SCANLAN+FLORIDA&gs_lp=EgNpbWciFUFBUk9OCVNDQU5MQU4gRkxPUklEQUjRHFCvGlivGnACeACQAQCYATGgATGqAQExuAEDyAEA-AEC-AEBmAIAoAIAmAMAiAYBkgcAoAct&sclient=img#vhid=S8sD-PBsU67q8M&vssid=mosaic
REPUBLICAN,8/18/2020,FL,21,REBA,SHERRILL,,,WHITE,WOMAN,LOST,YES,NO,,,
REPUBLICAN,8/18/2020,FL,21,MICHAEL,VILARDI,,,WHITE,MAN,LOST,YES,NO,,,
REPUBLICAN,8/18/2020,FL,22,DARLENE,SWAFFAR,CEREZO,,WHITE,WOMAN,LOST,YES,NO,,,
REPUBLICAN,8/18/2020,FL,22,FRAN,FLYNN,,,WHITE,WOMAN,LOST,YES,NO,,,
REPUBLICAN,8/18/2020,FL,22,JESSI,MELTON,,,WHITE,WOMAN,LOST,YES,NO,,,
REPUBLICAN,8/18/2020,FL,22,JAMES,PRUDEN,,,WHITE,MAN,WON,YES,NO,,,
REPUBLICAN,8/18/2020,FL,23,MICHAEL,KROSKE,,,WHITE,MAN,LOST,YES,NO,,,
REPUBLICAN,8/18/2020,FL,23,CARLA,SPALDING,,,BLACK,WOMAN,WON,YES,NO,,,
REPUBLICAN,8/18/2020,FL,24,LAVERN,SPICER,,,BLACK,WOMAN,WON,NO,NO,PRIMARY CANCELLED,,
REPUBLICAN,8/18/2020,FL,25,MARIO,DIAZ-BALART,,,HISPANIC,MAN,WON,NO,YES,PRIMARY CANCELLED,,
REPUBLICAN,8/18/2020,FL,26,OMAR,BLANCO,,,WHITE,MAN,LOST,YES,NO,,,
REPUBLICAN,8/18/2020,FL,26,CARLOS,GIMENEZ,,,HISPANIC,MAN,WON,YES,NO,,,
REPUBLICAN,8/18/2020,FL,27,JUAN,FIOL,,,HISPANIC,MAN,LOST,YES,NO,,,
REPUBLICAN,8/18/2020,FL,27,RAYMOND,MOLINA,,,HISPANIC,MAN,LOST,YES,NO,,,
REPUBLICAN,8/18/2020,FL,27,MARIA,SALAZAR,ELVIRA,,HISPANIC,WOMAN,WON,YES,NO,,,
DEMOCRATIC,8/18/2020,WY,1,LYNNETTE,BULL,GREY,,OTHER,WOMAN,WON,YES,NO,NATIVE AMERICAN,,
DEMOCRATIC,8/18/2020,WY,1,CAROL,HAFNER,,,WHITE,WOMAN,LOST,YES,NO,,,
DEMOCRATIC,8/18/2020,WY,1,CARL,BEACH,,,WHITE,MAN,LOST,YES,NO,,,
REPUBLICAN,8/18/2020,WY,1,LIZ,CHENEY,,,WHITE,WOMAN,WON,YES,YES,,,
REPUBLICAN,8/18/2020,WY,1,BLAKE,STANLEY,,,WHITE,MAN,LOST,YES,NO,,,https://www.youtube.com/watch?v=byEWx9kNA4M
DEMOCRATIC,9/1/2020,MA,1,RICHARD,NEAL,,,WHITE,MAN,WON,YES,YES,,,
DEMOCRATIC,9/1/2020,MA,1,ALEX,MORSE,,,WHITE,MAN,LOST,YES,NO,,,
DEMOCRATIC,9/1/2020,MA,2,JIM,MCGOVERN,,,WHITE,MAN,WON,NO,YES,,,
DEMOCRATIC,9/1/2020,MA,3,LORI,TRAHAN,,,WHITE,WOMAN,WON,NO,YES,,,
DEMOCRATIC,9/1/2020,MA,4,JAKE,AUCHINCLOSS,,,WHITE,MAN,WON,YES,NO,,,
DEMOCRATIC,9/1/2020,MA,4,DAVE,CAVELL,,,WHITE,MAN,WITHDREW,YES,NO,,,
DEMOCRATIC,9/1/2020,MA,4,BECKY,CROSSMAN,,,WHITE,WOMAN,LOST,YES,NO,,,
DEMOCRATIC,9/1/2020,MA,4,ALAN,KHAZEI,,,WHITE,MAN,LOST,YES,NO,,,
DEMOCRATIC,9/1/2020,MA,4,IHSSANE,LECKEY,,,ASIAN,WOMAN,LOST,YES,NO,,,
DEMOCRATIC,9/1/2020,MA,4,NATALIA,LINOS,,,WHITE,WOMAN,LOST,YES,NO,,,
DEMOCRATIC,9/1/2020,MA,4,JESSE,MERMELL,,,WHITE,WOMAN,LOST,YES,NO,,,
DEMOCRATIC,9/1/2020,MA,4,BEN,SIGEL,,,WHITE,MAN,LOST,YES,NO,,,
DEMOCRATIC,9/1/2020,MA,4,CHRIS,ZANNETOS,,,WHITE,MAN,WITHDREW,YES,NO,,,
DEMOCRATIC,9/1/2020,MA,5,KATHERINE,CLARK,,,WHITE,WOMAN,WON,NO,YES,,,
DEMOCRATIC,9/1/2020,MA,6,SETH,MOULTON,,,WHITE,MAN,WON,YES,YES,,,
DEMOCRATIC,9/1/2020,MA,6,ANGUS,MCQUILKEN,,,WHITE,MAN,LOST,YES,NO,,,
DEMOCRATIC,9/1/2020,MA,6,JAMIE,BELSITO,ZAHLAWAY,,WHITE,WOMAN,LOST,YES,NO,,,
DEMOCRATIC,9/1/2020,MA,7,AYANNA,PRESSLEY,,,BLACK,WOMAN,WON,NO,YES,,,
DEMOCRATIC,9/1/2020,MA,8,STEPHEN,LYNCH,,,WHITE,MAN,WON,YES,YES,,,
DEMOCRATIC,9/1/2020,MA,8,ROBBIE,GOLDSTEIN,,,WHITE,MAN,LOST,YES,NO,,,
DEMOCRATIC,9/1/2020,MA,9,BILL,KEATING,,,WHITE,MAN,WON,NO,YES,,,
REPUBLICAN,9/1/2020,MA,2,TRACY,LOVVORN,,,WHITE,WOMAN,WON,NO,NO,,,
REPUBLICAN,9/1/2020,MA,4,JULIE,HALL,,,WHITE,WOMAN,WON,YES,NO,,,
REPUBLICAN,9/1/2020,MA,4,DAVID,ROSA,,,WHITE,MAN,LOST,YES,NO,,,
REPUBLICAN,9/1/2020,MA,5,CAROLINE,COLARUSSO,,,WHITE,WOMAN,WON,NO,NO,,,
REPUBLICAN,9/1/2020,MA,6,JOHN,MORAN,PAUL,,WHITE,MAN,WON,NO,NO,,,
REPUBLICAN,9/1/2020,MA,7,RAYLA,CAMPBELL,,,BLACK,WOMAN,LOST,YES,NO,ONLY WRITE-INS,,
REPUBLICAN,9/1/2020,MA,7,RACHEL,MISELMAN,,,ASIAN,WOMAN,LOST,YES,NO,ONLY WRITE-INS,,https://www.facebook.com/Miselman4StateCommittee/
REPUBLICAN,9/1/2020,MA,9,HELEN,BRADY,,,WHITE,WOMAN,WON,NO,NO,,,
DEMOCRATIC,9/8/2020,NH,1,CHRIS,PAPPAS,,,WHITE,MAN,WON,NO,YES,,,
DEMOCRATIC,9/8/2020,NH,2,ANNIE,KUSTER,,,WHITE,WOMAN,WON,YES,YES,,,
DEMOCRATIC,9/8/2020,NH,2,JOSEPH,MIRZOEFF,,,WHITE,MAN,LOST,YES,NO,,,
REPUBLICAN,9/8/2020,NH,1,MICHAEL,CALLIS,,,WHITE,MAN,LOST,YES,NO,,,
REPUBLICAN,9/8/2020,NH,1,JEFF,DENARO,,,WHITE,MAN,LOST,YES,NO,,,
REPUBLICAN,9/8/2020,NH,1,MATT,MAYBERRY,,,WHITE,MAN,LOST,YES,NO,,,
REPUBLICAN,9/8/2020,NH,1,MATT,MOWERS,,,WHITE,MAN,WON,YES,NO,,,
REPUBLICAN,9/8/2020,NH,1,KEVIN,RONDEAU,,,WHITE,MAN,LOST,YES,NO,,,
REPUBLICAN,9/8/2020,NH,2,MATTHEW,BJELOBRK,,,WHITE,WOMAN,LOST,YES,NO,,,
REPUBLICAN,9/8/2020,NH,2,LYNNE,BLANKENBEKER,,,WHITE,WOMAN,LOST,YES,NO,,,https://www.wmur.com/article/lynne-blankenbeker-republican-candidate-for-2nd-cd-seat/22794498
REPUBLICAN,9/8/2020,NH,2,ELI,CLEMMER,,,WHITE,MAN,LOST,YES,NO,,,https://www.wmur.com/article/2020-candidate-biography-eli-clemmer/33476339
REPUBLICAN,9/8/2020,NH,2,STEVE,NEGRON,,,WHITE,MAN,WON,YES,NO,,,
DEMOCRATIC,9/8/2020,RI,1,DAVID,CICILLINE,N,,WHITE,MAN,WON,NO,YES,,,
DEMOCRATIC,9/8/2020,RI,2,JIM,LANGEVIN,,,WHITE,MAN,WON,YES,YES,,,
DEMOCRATIC,9/8/2020,RI,2,DYLAN,CONLEY,,,WHITE,MAN,LOST,YES,NO,,,
REPUBLICAN,9/8/2020,RI,2,ROBERT,LANCIA,,,WHITE,MAN,WON,YES,NO,,,
REPUBLICAN,9/8/2020,RI,2,DONALD,ROBBIO,F,,NOT_FOUND,MAN,LOST,YES,NO,,,
DEMOCRATIC,9/15/2020,DE,1,LISA,ROCHESTER,BLUNT,,BLACK,WOMAN,WON,NO,YES,PRIMARY CANCELLED; AT-LARGE DISTRICT,,
REPUBLICAN,9/15/2020,DE,1,LEE,MURPHY,,,WHITE,MAN,WON,YES,NO,AT-LARGE DISTRICT,,
REPUBLICAN,9/15/2020,DE,1,MATTHEW,MORRIS,,,WHITE,MAN,LOST,YES,NO,AT-LARGE DISTRICT,,